customer_id,credit_score_band,utilization_pct,delinquency_count_12mo,account_age_months,default_label,credit_profile_note
acct_0005958,excellent,0.353,6,173,0,"Excellent band with 35.3% utilization, 6 delinquencies, and no defaults."
acct_0005959,fair,0.383,8,163,0,"Fair band with 38.3% utilization, 8 delinquencies, and no defaults."
acct_0005960,good,0.66,3,182,0,"Good band with 66% utilization, 3 delinquencies, and no defaults."
acct_0005961,fair,0.374,9,153,0,"Fair band with 37.4% utilization, 9 delinquencies, and no defaults."
acct_0005962,fair,0.412,10,31,1,"Fair band with 41.2% utilization, 10 delinquencies, and defaulted."
acct_0005963,good,0.036,12,65,0,"Good band with 3.6% utilization, 12 delinquencies, and no defaults."
acct_0005964,fair,0.169,10,162,0,"Fair band with 16.9% utilization, 10 delinquencies, and no defaults."
acct_0005965,excellent,0.372,0,157,0,"Excellent band with 37.2% utilization, no delinquency, and no defaults."
acct_0005966,fair,0.991,6,142,0,"Fair band with 99.1% utilization, 6 delinquencies, and no defaults."
acct_0005967,poor,0.836,11,202,0,"Poor band with 83.6% utilization, 11 delinquencies, and no defaults."
acct_0005968,good,0.118,4,133,0,"Good band with 11.8% utilization, 4 delinquencies, and no defaults."
acct_0005969,good,0.959,6,236,0,"Good band with 95.9% utilization, 6 delinquencies, and no defaults."
acct_0005970,good,0.484,3,239,0,"Good band with 48.4% utilization, 3 delinquencies, and no defaults."
acct_0005971,good,0.336,10,118,0,"Good band with 33.6% utilization, 10 delinquencies, and no defaults."
acct_0005972,excellent,0.44,6,215,0,"Excellent band with 44% utilization, 6 delinquencies, and no defaults."
acct_0005973,good,0.153,8,124,0,"Good band with 15.3% utilization, 8 delinquencies, and no defaults."
acct_0005974,good,0.331,1,18,0,"Good band with 33.1% utilization, 1 delinquency, and no defaults."
acct_0005975,excellent,0.4,2,72,0,"Excellent band with 40% utilization, 2 delinquencies, and no defaults."
acct_0005976,excellent,0.265,3,177,0,"Excellent band with 26.5% utilization, 3 delinquencies, and no default."
acct_0005977,excellent,0.472,1,112,0,"Excellent band with 47.2% utilization, 1 delinquency, and no default."
acct_0005978,fair,0.485,8,125,1,"Fair band with 48.5% utilization, 8 delinquencies, and defaulted."
acct_0005979,good,0.275,5,31,0,"Good band with 27.5% utilization, 5 delinquencies, and no default."
acct_0005980,fair,0.083,10,52,0,"Fair band with 8.3% utilization, 10 delinquencies, and no default."
acct_0005981,excellent,0.102,7,107,0,"Excellent band with 10.2% utilization, 7 delinquencies, and no default."
acct_0005982,good,0.882,9,231,0,"Good band with 88.2% utilization, 9 delinquencies, and no default."
acct_0005983,fair,0.55,3,3,0,"Fair band with 55.0% utilization, 3 delinquencies, and no default."
acct_0005984,good,0.396,12,227,0,"Good band with 39.6% utilization, 12 delinquencies, and no default."
acct_0005985,poor,0.814,10,69,1,"Poor band with 81.4% utilization, 10 delinquencies, and defaulted."
acct_0005986,good,0.539,5,72,0,"Good band with 53.9% utilization, 5 delinquencies, and no default."
acct_0005987,good,0.869,0,216,0,"Good band with 86.9% utilization, no delinquencies, and no default."
acct_0005988,good,0.253,0,66,0,"Good band with 25.3% utilization, no delinquencies, and no default."
acct_0005989,good,0.408,6,28,0,"Good band with 40.8% utilization, 6 delinquencies, and no default."
acct_0005990,good,0.557,9,157,0,"Good band with 55.7% utilization, 9 delinquencies, and no default."
acct_0005991,good,0.616,0,41,0,"Good band with 61.6% utilization, no delinquencies, and no default."
acct_0005992,fair,0.529,12,148,0,"Fair band with 52.9% utilization, 12 delinquencies, and no default."
acct_0005993,fair,0.377,8,153,0,"Fair band with 37.7% utilization, 8 delinquencies, and no default."
acct_0005994,good,0.805,0,110,0,"Good band with 80.5% utilization, no delinquencies, and no default."
acct_0005995,good,0.369,6,147,1,"Good band with 36.9% utilization, 6 delinquencies, and defaulted."
acct_0005996,excellent,0.812,1,172,0,"Excellent band with 81.2% utilization, 1 delinquency, and no default."
acct_0005997,excellent,0.027,3,78,0,"Excellent band with 2.7% utilization, 3 delinquencies, and no default."
acct_0005998,poor,0.747,11,196,0,"Poor band with 74.7% utilization, 11 delinquencies, and no default."
acct_0005999,excellent,0.138,1,17,0,"Excellent band with 13.8% utilization, 1 delinquency, and no default."
acct_0006000,fair,0.596,7,214,1,"Fair band with 59.6% utilization, 7 delinquencies, and defaulted."
acct_0006001,excellent,0.243,0,87,0,"Excellent band, 24.3% utilization, no delinquency, never defaulted."
acct_0006002,good,0.324,11,240,0,"Good band, 32.4% utilization, 11 delinquent days, never defaulted."
acct_0006003,fair,0.541,6,115,0,"Fair band, 54.1% utilization, 6 delinquent days, never defaulted."
acct_0006004,excellent,0.328,8,76,0,"Excellent band, 32.8% utilization, 8 delinquent days, never defaulted."
acct_0006005,good,0.621,6,223,0,"Good band, 62.1% utilization, 6 delinquent days, never defaulted."
acct_0006006,good,0.184,9,210,0,"Good band, 18.4% utilization, 9 delinquent days, never defaulted."
acct_0006007,good,0.107,4,121,0,"Good band, 10.7% utilization, 4 delinquent days, never defaulted."
acct_0006008,good,0.506,5,171,0,"Good band, 50.6% utilization, 5 delinquent days, never defaulted."
acct_0006009,fair,0.288,9,222,0,"Fair band, 28.8% utilization, 9 delinquent days, never defaulted."
acct_0006010,poor,0.742,11,41,0,"Poor band, 74.2% utilization, 11 delinquent days, never defaulted."
acct_0006011,excellent,0.799,2,140,0,"Excellent band, 79.9% utilization, 2 delinquent days, never defaulted."
acct_0006012,good,0.772,0,59,0,"Good band, 77.2% utilization, no delinquency, never defaulted."
acct_0006013,fair,0.788,11,169,0,"Fair band, 78.8% utilization, 11 delinquent days, never defaulted."
acct_0006014,excellent,0.125,0,91,0,"Excellent band, 12.5% utilization, no delinquency, never defaulted."
acct_0006015,fair,0.731,4,43,0,"Fair band, 73.1% utilization, 4 delinquent days, never defaulted."
acct_0006016,fair,0.794,4,68,0,"Fair band, 79.4% utilization, 4 delinquent days, never defaulted."
acct_0006017,good,0.976,0,236,0,"Good band, 97.6% utilization, no delinquency, never defaulted."
acct_0006018,poor,0.366,5,53,0,"Poor band, 36.6% utilization, 5 delinquent days, never defaulted."
acct_0006019,good,0.3,7,209,0,"Good band, 30.0% utilization, 7 delinquent days, never defaulted."
acct_0006020,excellent,0.376,4,231,0,"Excellent band, 37.6% utilization, 4 delinquent days, never defaulted."
acct_0006021,poor,0.506,10,39,0,"Poor band, 50.6% utilization, 10 delinquent days, never defaulted."
acct_0006022,excellent,0.121,0,172,0,"Excellent band, 12.1% utilization, no delinquency, never defaulted."
acct_0006023,poor,0.979,2,117,0,"Poor band, 97.9% utilization, 2 delinquent days, never defaulted."
acct_0006024,good,0.099,11,78,0,"Good band, 9.9% utilization, 11 delinquent days, never defaulted."
acct_0006025,fair,0.631,11,154,0,"Fair band, 63.1% utilization, 11 delinquent days, never defaulted."
acct_0006026,poor,0.805,12,64,1,"Poor band with 80.5% utilization, 12 delinquencies, and has defaulted."
acct_0006027,fair,0.986,8,166,0,"Fair band with 98.6% utilization, 8 delinquencies, and has not defaulted."
acct_0006028,poor,0.748,12,132,1,"Poor band with 74.8% utilization, 12 delinquencies, and has defaulted."
acct_0006029,poor,0.57,11,79,1,"Poor band with 57% utilization, 11 delinquencies, and has defaulted."
acct_0006030,fair,0.249,12,237,0,"Fair band with 24.9% utilization, 12 delinquencies, and has not defaulted."
acct_0006031,poor,0.252,8,29,0,"Poor band with 25.2% utilization, 8 delinquencies, and has not defaulted."
acct_0006032,fair,0.649,5,103,0,"Fair band with 64.9% utilization, 5 delinquencies, and has not defaulted."
acct_0006033,good,0.192,7,187,0,"Good band with 19.2% utilization, 7 delinquencies, and has not defaulted."
acct_0006034,fair,0.433,12,173,1,"Fair band with 43.3% utilization, 12 delinquencies, and has defaulted."
acct_0006035,good,0.207,3,46,0,"Good band with 20.7% utilization, 3 delinquencies, and has not defaulted."
acct_0006036,excellent,0.137,0,124,0,"Excellent band with 13.7% utilization, 0 delinquencies, and has not defaulted."
acct_0006037,fair,0.959,6,73,0,"Fair band with 95.9% utilization, 6 delinquencies, and has not defaulted."
acct_0006038,fair,0.605,7,156,0,"Fair band with 60.5% utilization, 7 delinquencies, and has not defaulted."
acct_0006039,good,0.813,3,155,0,"Good band with 81.3% utilization, 3 delinquencies, and has not defaulted."
acct_0006040,good,0.327,12,234,0,"Good band with 32.7% utilization, 12 delinquencies, and has not defaulted."
acct_0006041,good,0.386,3,163,0,"Good band with 38.6% utilization, 3 delinquencies, and has not defaulted."
acct_0006042,fair,0.762,8,149,1,"Fair band with 76.2% utilization, 8 delinquencies, and has defaulted."
acct_0006043,good,0.026,0,104,0,"Good band with 2.6% utilization, 0 delinquencies, and has not defaulted."
acct_0006044,good,0.963,0,147,0,"Good band with 96.3% utilization, 0 delinquencies, and has not defaulted."
acct_0006045,good,0.498,0,54,0,"Good band with 49.8% utilization, 0 delinquencies, and has not defaulted."
acct_0006046,fair,0.281,8,120,0,"Fair band with 28.1% utilization, 8 delinquencies, and has not defaulted."
acct_0006047,good,0.814,2,114,0,"Good band with 81.4% utilization, 2 delinquencies, and has not defaulted."
acct_0006048,good,0.334,1,129,0,"Good band with 33.4% utilization, 1 delinquency, and has not defaulted."
acct_0006049,excellent,0.104,6,163,0,"Excellent band with 10.4% utilization, 6 delinquencies, and has not defaulted."
acct_0006050,excellent,0.188,8,232,0,"Excellent band with 18.8% utilization, 8 delinquencies, and has not defaulted."
acct_0006051,good,0.806,1,90,0,"Good band, 80.6% utilization, 1 delinquency, has not defaulted."
acct_0006052,good,0.529,4,200,0,"Good band, 52.9% utilization, 4 delinquencies, has not defaulted."
acct_0006053,good,0.281,2,177,0,"Good band, 28.1% utilization, 2 delinquencies, has not defaulted."
acct_0006054,poor,0.587,12,152,0,"Poor band, 58.7% utilization, 12 delinquencies, has not defaulted."
acct_0006055,fair,0.475,12,107,0,"Fair band, 47.5% utilization, 12 delinquencies, has not defaulted."
acct_0006056,poor,0.307,12,164,0,"Poor band, 30.7% utilization, 12 delinquencies, has not defaulted."
acct_0006057,fair,0.591,7,91,0,"Fair band, 59.1% utilization, 7 delinquencies, has not defaulted."
acct_0006058,excellent,0.093,0,13,0,"Excellent band, 9.3% utilization, 0 delinquencies, has not defaulted."
acct_0006059,fair,0.769,10,225,0,"Fair band, 76.9% utilization, 10 delinquencies, has not defaulted."
acct_0006060,poor,0.902,11,66,1,"Poor band, 90.2% utilization, 11 delinquencies, has defaulted."
acct_0006061,excellent,0.274,2,219,0,"Excellent band, 27.4% utilization, 2 delinquencies, has not defaulted."
acct_0006062,good,0.519,6,238,0,"Good band, 51.9% utilization, 6 delinquencies, has not defaulted."
acct_0006063,good,0.425,6,80,0,"Good band, 42.5% utilization, 6 delinquencies, has not defaulted."
acct_0006064,good,0.348,11,181,0,"Good band, 34.8% utilization, 11 delinquencies, has not defaulted."
acct_0006065,good,0.381,1,61,0,"Good band, 38.1% utilization, 1 delinquency, has not defaulted."
acct_0006066,good,0.747,5,95,0,"Good band, 74.7% utilization, 5 delinquencies, has not defaulted."
acct_0006067,good,0.074,8,60,0,"Good band, 7.4% utilization, 8 delinquencies, has not defaulted."
acct_0006068,good,0.078,10,64,0,"Good band, 7.8% utilization, 10 delinquencies, has not defaulted."
acct_0006069,good,0.062,8,0,0,"Good band, 6.2% utilization, 8 delinquencies, has not defaulted."
acct_0006070,excellent,0.241,2,222,0,"Excellent band, 24.1% utilization, 2 delinquencies, has not defaulted."
acct_0006071,excellent,0.025,11,99,0,"Excellent band, 2.5% utilization, 11 delinquencies, has not defaulted."
acct_0006072,good,0.704,0,202,0,"Good band, 70.4% utilization, 0 delinquencies, has not defaulted."
acct_0006073,good,0.17,3,48,0,"Good band, 17.0% utilization, 3 delinquencies, has not defaulted."
acct_0006074,excellent,0.218,3,102,0,"Excellent band, 21.8% utilization, 3 delinquencies, has not defaulted."
acct_0006075,good,0.256,3,25,0,"Good band, 25.6% utilization, 3 delinquencies, has not defaulted."
acct_0006076,good,0.01,0,11,0,"Good band, low utilization at 1%, no delinquency, and no default."
acct_0006077,good,0.088,9,140,0,"Good band, 8.8% utilization, 9 delinquencies, no default."
acct_0006078,excellent,0.55,2,203,0,"Excellent band, 55% utilization, 2 delinquencies, no default."
acct_0006079,fair,0.703,5,25,0,"Fair band, 70.3% utilization, 5 delinquencies, no default."
acct_0006080,fair,0.758,10,109,0,"Fair band, 75.8% utilization, 10 delinquencies, no default."
acct_0006081,excellent,0.038,0,72,0,"Excellent band, low utilization at 3.8%, no delinquency, and no default."
acct_0006082,excellent,0.347,2,121,0,"Excellent band, 34.7% utilization, 2 delinquencies, no default."
acct_0006083,good,0.533,2,203,0,"Good band, 53.3% utilization, 2 delinquencies, no default."
acct_0006084,good,0.731,6,214,0,"Good band, 73.1% utilization, 6 delinquencies, no default."
acct_0006085,excellent,0.054,2,89,0,"Excellent band, low utilization at 5.4%, 2 delinquencies, no default."
acct_0006086,excellent,0.302,1,151,0,"Excellent band, 30.2% utilization, 1 delinquency, no default."
acct_0006087,fair,0.89,10,210,0,"Fair band, 89% utilization, 10 delinquencies, no default."
acct_0006088,good,0.795,0,57,0,"Good band, 79.5% utilization, no delinquency, and no default."
acct_0006089,good,0.305,3,200,0,"Good band, 30.5% utilization, 3 delinquencies, no default."
acct_0006090,fair,0.124,11,137,0,"Fair band, 12.4% utilization, 11 delinquencies, no default."
acct_0006091,good,0.091,5,29,0,"Good band, 9.1% utilization, 5 delinquencies, no default."
acct_0006092,fair,0.156,10,83,0,"Fair band, 15.6% utilization, 10 delinquencies, no default."
acct_0006093,poor,0.639,12,10,0,"Poor band, 63.9% utilization, 12 delinquencies, no default."
acct_0006094,poor,0.68,6,99,0,"Poor band, 68% utilization, 6 delinquencies, no default."
acct_0006095,excellent,0.401,0,161,0,"Excellent band, 40.1% utilization, no delinquency, and no default."
acct_0006096,good,0.406,7,228,0,"Good band, 40.6% utilization, 7 delinquencies, no default."
acct_0006097,excellent,0.084,4,147,0,"Excellent band, low utilization at 8.4%, 4 delinquencies, no default."
acct_0006098,fair,0.851,6,3,0,"Fair band, 85.1% utilization, 6 delinquencies, no default."
acct_0006099,fair,0.613,6,127,0,"Fair band, 61.3% utilization, 6 delinquencies, no default."
acct_0006100,poor,0.918,9,119,0,"Poor band, 91.8% utilization, 9 delinquencies, no default."
acct_0006101,excellent,0.495,3,203,0,"Excellent band, 49.5% utilization, 3 delinquencies, no default."
acct_0006102,excellent,0.499,5,139,0,"Excellent band, 49.9% utilization, 5 delinquencies, no default."
acct_0006103,fair,0.703,8,135,0,"Fair band, 70.3% utilization, 8 delinquencies, no default."
acct_0006104,poor,0.697,12,195,1,"Poor band, 69.7% utilization, 12 delinquencies, defaulted."
acct_0006105,excellent,0.097,0,225,0,"Excellent band, 9.7% utilization, 0 delinquencies, no default."
acct_0006106,good,0.333,10,194,0,"Good band, 33.3% utilization, 10 delinquencies, no default."
acct_0006107,good,0.74,4,119,0,"Good band, 74.0% utilization, 4 delinquencies, no default."
acct_0006108,excellent,0.262,0,137,0,"Excellent band, 26.2% utilization, 0 delinquencies, no default."
acct_0006109,fair,0.661,8,53,1,"Fair band, 66.1% utilization, 8 delinquencies, defaulted."
acct_0006110,good,0.694,2,95,0,"Good band, 69.4% utilization, 2 delinquencies, no default."
acct_0006111,good,0.779,3,50,0,"Good band, 77.9% utilization, 3 delinquencies, no default."
acct_0006112,good,0.244,3,68,0,"Good band, 24.4% utilization, 3 delinquencies, no default."
acct_0006113,good,0.287,2,99,0,"Good band, 28.7% utilization, 2 delinquencies, no default."
acct_0006114,good,0.684,1,104,0,"Good band, 68.4% utilization, 1 delinquency, no default."
acct_0006115,fair,0.626,2,5,0,"Fair band, 62.6% utilization, 2 delinquencies, no default."
acct_0006116,fair,0.505,11,136,0,"Fair band, 50.5% utilization, 11 delinquencies, no default."
acct_0006117,poor,0.097,9,10,0,"Poor band, 9.7% utilization, 9 delinquencies, no default."
acct_0006118,poor,0.84,6,80,0,"Poor band, 84.0% utilization, 6 delinquencies, no default."
acct_0006119,poor,0.895,11,5,1,"Poor band, 89.5% utilization, 11 delinquencies, defaulted."
acct_0006120,fair,0.254,8,101,0,"Fair band, 25.4% utilization, 8 delinquencies, no default."
acct_0006121,fair,0.02,9,42,1,"Fair band, 2.0% utilization, 9 delinquencies, defaulted."
acct_0006122,fair,0.395,8,98,1,"Fair band, 39.5% utilization, 8 delinquencies, defaulted."
acct_0006123,excellent,0.547,0,227,0,"Excellent band, 54.7% utilization, 0 delinquencies, no default."
acct_0006124,excellent,0.065,2,25,0,"Excellent band, 6.5% utilization, 2 delinquencies, no default."
acct_0006125,excellent,0.31,3,180,0,"Excellent band, 31.0% utilization, 3 delinquencies, no default."
acct_0006126,good,0.415,6,155,0,"Good band with 41.5% utilization, 6 delinquencies, and no default."
acct_0006127,good,0.257,7,189,0,"Good band with 25.7% utilization, 7 delinquencies, and no default."
acct_0006128,poor,0.758,8,16,0,"Poor band with 75.8% utilization, 8 delinquencies, and no default."
acct_0006129,fair,0.621,8,198,0,"Fair band with 62.1% utilization, 8 delinquencies, and no default."
acct_0006130,poor,0.994,10,121,1,"Poor band with 99.4% utilization, 10 delinquencies, and defaulted."
acct_0006131,fair,0.395,6,77,0,"Fair band with 39.5% utilization, 6 delinquencies, and no default."
acct_0006132,excellent,0.242,0,172,0,"Excellent band with 24.2% utilization, 0 delinquencies, and no default."
acct_0006133,fair,0.797,7,40,0,"Fair band with 79.7% utilization, 7 delinquencies, and no default."
acct_0006134,poor,0.564,11,59,0,"Poor band with 56.4% utilization, 11 delinquencies, and no default."
acct_0006135,fair,0.006,11,151,0,"Fair band with 0.6% utilization, 11 delinquencies, and no default."
acct_0006136,good,0.357,9,159,1,"Good band with 35.7% utilization, 9 delinquencies, and defaulted."
acct_0006137,poor,0.985,9,167,0,"Poor band with 98.5% utilization, 9 delinquencies, and no default."
acct_0006138,excellent,0.31,4,172,0,"Excellent band with 31% utilization, 4 delinquencies, and no default."
acct_0006139,good,0.325,7,33,0,"Good band with 32.5% utilization, 7 delinquencies, and no default."
acct_0006140,fair,0.63,4,84,1,"Fair band with 63% utilization, 4 delinquencies, and defaulted."
acct_0006141,good,0.518,12,186,0,"Good band with 51.8% utilization, 12 delinquencies, and no default."
acct_0006142,good,0.377,0,52,0,"Good band with 37.7% utilization, 0 delinquencies, and no default."
acct_0006143,excellent,0.272,4,137,0,"Excellent band with 27.2% utilization, 4 delinquencies, and no default."
acct_0006144,good,0.642,3,98,0,"Good band with 64.2% utilization, 3 delinquencies, and no default."
acct_0006145,good,0.495,4,227,0,"Good band with 49.5% utilization, 4 delinquencies, and no default."
acct_0006146,fair,0.287,12,183,1,"Fair band with 28.7% utilization, 12 delinquencies, and defaulted."
acct_0006147,fair,0.411,12,104,0,"Fair band with 41.1% utilization, 12 delinquencies, and no default."
acct_0006148,fair,0.756,8,185,1,"Fair band with 75.6% utilization, 8 delinquencies, and defaulted."
acct_0006149,good,0.041,6,50,0,"Good band with 4.1% utilization, 6 delinquencies, and no default."
acct_0006150,fair,0.379,7,66,0,"Fair band with 37.9% utilization, 7 delinquencies, and no default."
acct_0006151,good,0.355,1,61,0,"Good band, 35.5% utilization, 1 delinquency, no default."
acct_0006152,poor,0.931,9,226,0,"Poor band, 93.1% utilization, 9 delinquencies, no default."
acct_0006153,good,0.165,12,212,0,"Good band, 16.5% utilization, 12 delinquencies, no default."
acct_0006154,good,0.829,3,140,0,"Good band, 82.9% utilization, 3 delinquencies, no default."
acct_0006155,good,0.898,2,109,0,"Good band, 89.8% utilization, 2 delinquencies, no default."
acct_0006156,poor,0.59,10,169,0,"Poor band, 59.0% utilization, 10 delinquencies, no default."
acct_0006157,good,0.582,0,54,0,"Good band, 58.2% utilization, no delinquencies, no default."
acct_0006158,good,0.961,1,209,0,"Good band, 96.1% utilization, 1 delinquency, no default."
acct_0006159,excellent,0.172,5,125,0,"Excellent band, 17.2% utilization, 5 delinquencies, no default."
acct_0006160,fair,0.31,12,166,0,"Fair band, 31.0% utilization, 12 delinquencies, no default."
acct_0006161,fair,0.827,6,105,0,"Fair band, 82.7% utilization, 6 delinquencies, no default."
acct_0006162,fair,0.547,9,221,0,"Fair band, 54.7% utilization, 9 delinquencies, no default."
acct_0006163,good,0.02,8,137,0,"Good band, 2.0% utilization, 8 delinquencies, no default."
acct_0006164,good,0.417,3,118,0,"Good band, 41.7% utilization, 3 delinquencies, no default."
acct_0006165,good,0.25,10,168,0,"Good band, 25.0% utilization, 10 delinquencies, no default."
acct_0006166,fair,0.192,9,111,0,"Fair band, 19.2% utilization, 9 delinquencies, no default."
acct_0006167,good,0.123,9,202,0,"Good band, 12.3% utilization, 9 delinquencies, no default."
acct_0006168,good,0.216,2,120,0,"Good band, 21.6% utilization, 2 delinquencies, no default."
acct_0006169,good,0.49,0,121,0,"Good band, 49.0% utilization, no delinquencies, no default."
acct_0006170,fair,0.874,8,221,0,"Fair band, 87.4% utilization, 8 delinquencies, no default."
acct_0006171,good,0.726,0,56,1,"Good band, 72.6% utilization, 0 delinquencies, defaulted."
acct_0006172,fair,0.462,7,109,0,"Fair band, 46.2% utilization, 7 delinquencies, no default."
acct_0006173,fair,0.545,9,157,1,"Fair band, 54.5% utilization, 9 delinquencies, defaulted."
acct_0006174,poor,0.856,10,124,0,"Poor band, 85.6% utilization, 10 delinquencies, no default."
acct_0006175,excellent,0.182,8,79,0,"Excellent band, 18.2% utilization, 8 delinquencies, no default."
acct_0006176,good,0.492,10,168,1,"Customer 6175 in good band with 49.2% utilization, 10 delinquencies, and has defaulted."
acct_0006177,good,0.063,8,129,0,"Customer 6176 in good band with 6.3% utilization, 8 delinquencies, and has not defaulted."
acct_0006178,fair,0.954,2,73,0,"Customer 6177 in fair band with 95.4% utilization, 2 delinquencies, and has not defaulted."
acct_0006179,good,0.671,5,232,0,"Customer 6178 in good band with 67.1% utilization, 5 delinquencies, and has not defaulted."
acct_0006180,good,0.258,2,69,0,"Customer 6179 in good band with 25.8% utilization, 2 delinquencies, and has not defaulted."
acct_0006181,good,0.45,9,70,0,"Customer 6180 in good band with 45.0% utilization, 9 delinquencies, and has not defaulted."
acct_0006182,fair,0.148,7,8,0,"Customer 6181 in fair band with 14.8% utilization, 7 delinquencies, and has not defaulted."
acct_0006183,good,0.593,3,172,0,"Customer 6182 in good band with 59.3% utilization, 3 delinquencies, and has not defaulted."
acct_0006184,fair,0.709,3,42,0,"Customer 6183 in fair band with 70.9% utilization, 3 delinquencies, and has not defaulted."
acct_0006185,poor,0.741,10,122,0,"Customer 6184 in poor band with 74.1% utilization, 10 delinquencies, and has not defaulted."
acct_0006186,poor,0.661,10,82,1,"Customer 6185 in poor band with 66.1% utilization, 10 delinquencies, and has defaulted."
acct_0006187,good,0.265,11,158,0,"Customer 6186 in good band with 26.5% utilization, 11 delinquencies, and has not defaulted."
acct_0006188,fair,0.413,10,116,0,"Customer 6187 in fair band with 41.3% utilization, 10 delinquencies, and has not defaulted."
acct_0006189,excellent,0.225,5,221,0,"Customer 6188 in excellent band with 22.5% utilization, 5 delinquencies, and has not defaulted."
acct_0006190,good,0.089,11,204,0,"Customer 6189 in good band with 8.9% utilization, 11 delinquencies, and has not defaulted."
acct_0006191,good,0.435,3,28,0,"Customer 6190 in good band with 43.5% utilization, 3 delinquencies, and has not defaulted."
acct_0006192,good,0.396,6,222,0,"Customer 6191 in good band with 39.6% utilization, 6 delinquencies, and has not defaulted."
acct_0006193,good,0.625,1,118,0,"Customer 6192 in good band with 62.5% utilization, 1 delinquency, and has not defaulted."
acct_0006194,good,0.654,2,145,0,"Customer 6193 in good band with 65.4% utilization, 2 delinquencies, and has not defaulted."
acct_0006195,fair,0.16,10,38,0,"Customer 6194 in fair band with 16.0% utilization, 10 delinquencies, and has not defaulted."
acct_0006196,good,0.124,6,61,0,"Customer 6195 in good band with 12.4% utilization, 6 delinquencies, and has not defaulted."
acct_0006197,fair,0.734,6,24,1,"Customer 6196 in fair band with 73.4% utilization, 6 delinquencies, and has defaulted."
acct_0006198,fair,0.62,8,25,1,"Customer 6197 in fair band with 62.0% utilization, 8 delinquencies, and has defaulted."
acct_0006199,good,0.013,9,225,0,"Customer 6198 in good band with 1.3% utilization, 9 delinquencies, and has not defaulted."
acct_0006200,good,0.836,0,145,0,"Customer 6199 in good band with 83.6% utilization, 0 delinquencies, and has not defaulted."
acct_0006201,good,0.595,5,238,0,"Good band with 59.5% utilization, 5 delinquencies, and no defaults."
acct_0006202,fair,0.555,3,61,0,"Fair band with 55.5% utilization, 3 delinquencies, and no defaults."
acct_0006203,good,0.628,5,44,0,"Good band with 62.8% utilization, 5 delinquencies, and no defaults."
acct_0006204,good,0.279,5,236,0,"Good band with 27.9% utilization, 5 delinquencies, and no defaults."
acct_0006205,fair,0.748,6,198,0,"Fair band with 74.8% utilization, 6 delinquencies, and no defaults."
acct_0006206,poor,0.799,11,132,0,"Poor band with 79.9% utilization, 11 delinquencies, and no defaults."
acct_0006207,excellent,0.26,3,109,0,"Excellent band with 26.0% utilization, 3 delinquencies, and no defaults."
acct_0006208,fair,0.169,11,95,0,"Fair band with 16.9% utilization, 11 delinquencies, and no defaults."
acct_0006209,excellent,0.353,1,233,0,"Excellent band with 35.3% utilization, 1 delinquency, and no defaults."
acct_0006210,good,0.175,10,234,0,"Good band with 17.5% utilization, 10 delinquencies, and no defaults."
acct_0006211,excellent,0.018,1,124,0,"Excellent band with 1.8% utilization, 1 delinquency, and no defaults."
acct_0006212,fair,0.741,1,6,0,"Fair band with 74.1% utilization, 1 delinquency, and no defaults."
acct_0006213,excellent,0.133,2,13,0,"Excellent band with 13.3% utilization, 2 delinquencies, and no defaults."
acct_0006214,good,0.955,8,207,0,"Good band with 95.5% utilization, 8 delinquencies, and no defaults."
acct_0006215,good,0.294,12,128,0,"Good band with 29.4% utilization, 12 delinquencies, and no defaults."
acct_0006216,fair,0.562,5,41,0,"Fair band with 56.2% utilization, 5 delinquencies, and no defaults."
acct_0006217,good,0.063,11,49,1,"Good band with 6.3% utilization, 11 delinquencies, and one default."
acct_0006218,fair,0.777,3,136,0,"Fair band with 77.7% utilization, 3 delinquencies, and no defaults."
acct_0006219,poor,0.867,11,149,0,"Poor band with 86.7% utilization, 11 delinquencies, and no defaults."
acct_0006220,fair,0.538,12,21,1,"Fair band with 53.8% utilization, 12 delinquencies, and one default."
acct_0006221,good,0.083,8,100,0,"Good band with 8.3% utilization, 8 delinquencies, and no defaults."
acct_0006222,good,0.673,4,191,0,"Good band with 67.3% utilization, 4 delinquencies, and no defaults."
acct_0006223,good,0.24,9,147,0,"Good band with 24.0% utilization, 9 delinquencies, and no defaults."
acct_0006224,excellent,0.207,2,179,0,"Excellent band with 20.7% utilization, 2 delinquencies, and no defaults."
acct_0006225,excellent,0.44,6,213,0,"Excellent band with 44.0% utilization, 6 delinquencies, and no defaults."
acct_0006226,good,0.291,5,102,0,"Good band, 29.1% utilization, 5 delinquencies, no default."
acct_0006227,fair,0.405,4,129,0,"Fair band, 40.5% utilization, 4 delinquencies, no default."
acct_0006228,poor,0.971,6,204,0,"Poor band, 97.1% utilization, 6 delinquencies, no default."
acct_0006229,fair,0.463,6,168,0,"Fair band, 46.3% utilization, 6 delinquencies, no default."
acct_0006230,fair,0.404,8,201,0,"Fair band, 40.4% utilization, 8 delinquencies, no default."
acct_0006231,good,0.118,9,226,0,"Good band, 11.8% utilization, 9 delinquencies, no default."
acct_0006232,fair,0.536,9,214,0,"Fair band, 53.6% utilization, 9 delinquencies, no default."
acct_0006233,good,0.788,1,163,0,"Good band, 78.8% utilization, 1 delinquency, no default."
acct_0006234,good,0.806,4,71,0,"Good band, 80.6% utilization, 4 delinquencies, no default."
acct_0006235,good,0.751,9,231,0,"Good band, 75.1% utilization, 9 delinquencies, no default."
