customer_id,account_tenure_months,avg_monthly_spend,home_zip,credit_score_band,risk_tier,delinquency_flag,occupation,segment,profile_summary
acct_0002146,224,381.93,49954,excellent,low,1,project coordinator,prime,Stable customer with excellent credit and high monthly spend.
acct_0002147,226,293.73,25881,fair,high,1,sales manager,subprime,High-risk customer with fair credit and moderate monthly spend.
acct_0002148,189,116.35,94233,good,medium,1,graphic designer,medium,Moderate-risk customer with good credit and low monthly spend.
acct_0002149,217,217.33,86257,good,low,1,data analyst,prime,Stable customer with good credit and moderate monthly spend.
acct_0002150,223,187.16,86857,good,high,1,marketing director,subprime,High-risk customer with good credit and low monthly spend.
acct_0002151,190,113.58,39530,excellent,low,1,Software Engineer,prime,Long-standing customer with excellent credit and consistent monthly spending.
acct_0002152,234,138.7,38999,excellent,low,1,Marketing Manager,prime,Stable customer with excellent credit and regular monthly expenditures.
acct_0002153,212,245.89,87094,excellent,low,1,Financial Analyst,prime,Reliable customer with excellent credit and higher monthly spending patterns.
acct_0002154,239,153.45,59008,excellent,low,1,Project Manager,prime,Loyal customer with excellent credit and steady monthly spending habits.
acct_0002155,235,224.21,73418,good,low,1,Sales Executive,prime,"Consistent spender with good credit, showing reliable financial behavior."
acct_0002156,206,281.85,54083,fair,high,1,Construction Worker,subprime,High-risk customer with fair credit and significant monthly spending.
acct_0002157,232,350.55,49848,good,low,1,Accountant,prime,Trustworthy customer with good credit and above-average monthly expenditures.
acct_0002158,216,366.57,66897,good,high,1,Graphic Designer,subprime,High-risk customer with good credit and substantial spending habits.
acct_0002159,222,106.58,83167,excellent,low,1,Nurse,prime,Loyal customer with excellent credit and consistent low monthly spending.
acct_0002160,235,319.37,40069,excellent,low,1,Teacher,prime,Stable customer with excellent credit and higher monthly spending.
acct_0002161,234,291.55,82822,good,high,1,Real Estate Agent,subprime,High-risk customer with good credit and substantial monthly expenditures.
acct_0002162,234,394.66,31978,poor,high,1,Server,subprime,High-risk customer with poor credit and erratic spending behavior.
acct_0002163,204,348.91,46254,excellent,low,1,Data Scientist,prime,Reliable customer with excellent credit and high monthly spending.
acct_0002164,217,364.67,92139,excellent,low,1,HR Specialist,prime,Long-term customer with excellent credit and consistent spending.
acct_0002165,229,123.39,95899,excellent,low,1,Retail Manager,prime,Stable customer with excellent credit and controlled monthly spending.
acct_0002166,232,105.34,93147,fair,high,1,Warehouse Worker,subprime,High-risk customer with fair credit and low monthly spending.
acct_0002167,192,212.1,38443,excellent,low,1,Consultant,prime,Trusted customer with excellent credit and significant monthly expenditures.
acct_0002168,222,243.53,85898,fair,high,1,Bartender,subprime,High-risk customer with fair credit and fluctuating spending patterns.
acct_0002169,211,227.05,94246,fair,low,1,Delivery Driver,prime,Reliable customer with fair credit and moderate monthly spending.
acct_0002170,183,100.13,98037,good,low,1,Student,student,Emerging customer with good credit and low monthly spending.
acct_0002171,208,420.46,11881,excellent,low,1,Software Developer,prime,High-spending customer with excellent credit and stable financial history.
acct_0002172,223,230.1,77048,good,high,1,Business Analyst,subprime,High-risk customer with good credit and variable monthly spending.
acct_0002173,198,159.75,99706,fair,low,1,Retail Associate,subprime,High-risk customer with fair credit and moderate monthly spend.
acct_0002174,216,264.62,78819,excellent,low,1,Marketing Coordinator,prime,Stable customer with excellent credit and consistent spending patterns.
acct_0002175,238,254.16,30985,good,low,1,Graphic Designer,prime,Reliable customer with good credit and substantial monthly expenditures.
acct_0002176,235,344.46,78632,good,high,1,Software Engineer,prime,"High-risk customer with consistent spending, indicating potential volatility despite good credit."
acct_0002177,209,134.33,19471,good,high,1,Graphic Designer,prime,"High-risk customer with irregular spending patterns, suggesting possible financial instability with good credit."
acct_0002178,236,197.27,53254,good,low,1,Accountant,low,Low-risk customer demonstrating stable spending habits and good credit over a long tenure.
acct_0002179,223,324.67,66359,fair,high,1,Retail Manager,subprime,"High-risk customer with fair credit and fluctuating spending, indicating potential financial challenges."
acct_0002180,227,47.13,51080,good,low,1,Part-time Student,low,"Low-risk customer with minimal spending, reflecting responsible financial behavior and good credit."
acct_0002181,150,393.41,72984,excellent,low,1,Marketing Executive,low,"Low-risk customer with high spending and excellent credit, indicating strong financial stability."
acct_0002182,236,129.77,31620,good,low,1,Sales Associate,low,"Low-risk customer with steady spending habits and good credit, showing responsible credit management."
acct_0002183,179,254.85,64559,good,high,1,Construction Worker,prime,"High-risk customer with moderate spending, suggesting potential financial strain despite good credit."
acct_0002184,180,366.31,68033,fair,high,1,Warehouse Supervisor,subprime,"High-risk customer with fair credit and high spending, indicating possible financial difficulties."
acct_0002185,229,427.88,67041,excellent,low,1,Software Developer,low,"Low-risk customer with high spending and excellent credit, showcasing strong financial health."
acct_0002186,182,240.93,36038,excellent,low,1,Data Analyst,low,"Low-risk customer with consistent spending and excellent credit, indicating financial reliability."
acct_0002187,236,432.02,37484,good,low,1,Financial Advisor,low,"Low-risk customer with high spending, reflecting solid financial management and excellent credit."
acct_0002188,239,217.66,33202,good,low,1,Real Estate Agent,low,"Low-risk customer with steady spending and good credit, indicating responsible credit usage."
acct_0002189,226,203.09,51559,excellent,low,1,Teacher,low,"Low-risk customer with moderate spending and excellent credit, showing responsible financial behavior."
acct_0002190,213,140.41,62735,fair,high,1,Sales Representative,subprime,"High-risk customer with fair credit and low spending, suggesting potential financial issues."
acct_0002191,193,228.86,42627,excellent,low,1,Nurse,low,"Low-risk customer with consistent spending and excellent credit, indicating strong financial discipline."
acct_0002192,218,513.99,46898,excellent,low,1,Consultant,low,"Low-risk customer with high monthly spending and excellent credit, reflecting financial stability."
acct_0002193,192,138.02,35776,excellent,low,1,Retail Worker,low,"Low-risk customer with low spending and excellent credit, demonstrating responsible credit habits."
acct_0002194,154,71.95,29696,good,low,1,Administrative Assistant,low,"Low-risk customer with minimal spending and good credit, indicating careful financial management."
acct_0002195,228,355.53,69168,excellent,low,1,Project Manager,low,"Low-risk customer with high spending and excellent credit, suggesting strong financial capability."
acct_0002196,232,307.25,83444,good,low,1,IT Specialist,low,"Low-risk customer with steady spending and good credit, indicating reliable financial behavior."
acct_0002197,213,1031.47,36163,good,low,1,Entrepreneur,low,"Low-risk customer with very high spending and good credit, reflecting strong financial management."
acct_0002198,213,284.28,87450,excellent,low,1,Graphic Artist,low,"Low-risk customer with good spending and excellent credit, demonstrating responsible credit usage."
acct_0002199,201,134.79,61387,excellent,low,1,Customer Service Rep,low,"Low-risk customer with low spending and excellent credit, indicating cautious financial behavior."
acct_0002200,221,266.51,25092,fair,high,1,Construction Foreman,subprime,"High-risk customer with fair credit and moderate spending, suggesting financial instability."
acct_0002201,192,74.37,42939,excellent,low,1,teacher,prime,"Stable customer with excellent credit, low monthly spend, and long tenure."
acct_0002202,232,199.28,10675,fair,high,1,freelance designer,subprime,High-risk customer with fair credit and inconsistent spending habits.
acct_0002203,191,271.51,13525,excellent,medium,1,software engineer,prime,Reliable customer with excellent credit and moderate monthly spend.
acct_0002204,231,234.61,40251,good,low,1,nurse,prime,Low-risk customer with good credit and steady spending.
acct_0002205,234,302.37,50901,good,low,1,business analyst,prime,Stable customer with good credit and high monthly spend.
acct_0002206,238,167,81775,excellent,low,1,accountant,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002207,221,104.12,22087,excellent,low,1,retail manager,prime,Reliable customer with excellent credit and low monthly spending.
acct_0002208,234,527.19,85524,excellent,low,1,executive,prime,Low-risk customer with excellent credit and significant monthly spend.
acct_0002209,232,89.33,31106,poor,high,1,service worker,subprime,High-risk customer with poor credit and low monthly spend.
acct_0002210,199,349.8,22449,good,low,1,marketing consultant,prime,Stable customer with good credit and high monthly spend.
acct_0002211,172,65.84,72989,good,low,1,part-time student,student,Low-risk customer with good credit and minimal monthly spend.
acct_0002212,237,306.31,79689,excellent,low,1,project manager,prime,Reliable customer with excellent credit and high monthly spending.
acct_0002213,200,128.87,64441,excellent,low,1,graphic designer,prime,Low-risk customer with excellent credit and moderate monthly spend.
acct_0002214,230,341.7,20413,excellent,medium,1,sales representative,medium,Moderate-risk customer with excellent credit and high monthly spend.
acct_0002215,180,208.28,20380,fair,medium,1,customer service agent,medium,Medium-risk customer with fair credit and moderate monthly spending.
acct_0002216,237,151.72,45105,excellent,low,1,IT technician,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002217,229,376.75,50553,good,low,1,real estate agent,prime,Stable customer with good credit and high monthly spend.
acct_0002218,189,38.5,99873,excellent,low,1,student,student,Low-risk customer with excellent credit and minimal monthly spend.
acct_0002219,219,101.81,35782,fair,high,1,warehouse worker,subprime,High-risk customer with fair credit and inconsistent spending.
acct_0002220,203,141.5,27332,good,medium,1,teacher,medium,Moderate-risk customer with good credit and low monthly spend.
acct_0002221,230,149.8,95130,excellent,low,1,software developer,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002222,235,181.42,23856,excellent,low,1,nurse,prime,Low-risk customer with excellent credit and moderate monthly spend.
acct_0002223,205,188.51,12376,excellent,low,1,research assistant,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002224,135,123.13,48051,good,low,1,sales associate,prime,Low-risk customer with good credit and low monthly spend.
acct_0002225,176,255.18,46096,good,low,1,graphic designer,prime,Low-risk customer with good credit and moderate monthly spending.
acct_0002226,232,133.86,65769,good,high,1,Retail Manager,retail,High-risk customer with good credit and moderate monthly spend.
acct_0002227,219,74.84,88995,excellent,low,1,Software Engineer,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0002228,172,502.5,93960,good,low,1,Marketing Executive,prime,Low-risk customer with good credit and high monthly spend.
acct_0002229,233,151.44,36067,good,low,1,Accountant,prime,Low-risk customer with good credit and steady monthly spend.
acct_0002230,205,121.45,98272,excellent,low,1,Data Scientist,prime,Low-risk customer with excellent credit and consistent monthly spend.
acct_0002231,234,221.46,66938,good,high,1,Sales Director,retail,High-risk customer with good credit and high monthly spend.
acct_0002232,211,128.43,16267,good,low,1,Teacher,prime,Low-risk customer with good credit and moderate monthly spend.
acct_0002233,214,160.97,94459,excellent,low,1,Financial Analyst,prime,Low-risk customer with excellent credit and above-average monthly spend.
acct_0002234,217,447.41,22419,fair,high,1,Freelancer,small_business,High-risk customer with fair credit and very high monthly spend.
acct_0002235,222,260.59,62973,good,low,1,Project Manager,prime,Low-risk customer with good credit and significant monthly spend.
acct_0002236,213,240.09,81165,good,high,1,Consultant,retail,High-risk customer with good credit and high monthly spend.
acct_0002237,206,187.13,32449,good,low,1,Nurse,prime,Low-risk customer with good credit and average monthly spend.
acct_0002238,236,192.11,34356,fair,low,1,Customer Service Rep,small_business,Low-risk customer with fair credit and moderate monthly spend.
acct_0002239,226,138.92,52855,fair,high,1,Delivery Driver,retail,High-risk customer with fair credit and low monthly spend.
acct_0002240,227,292.59,89635,excellent,low,1,Graphic Designer,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0002241,237,214.3,30124,fair,high,1,Restaurant Owner,small_business,High-risk customer with fair credit and high monthly spend.
acct_0002242,232,187.56,69710,good,low,1,Web Developer,prime,Low-risk customer with good credit and moderate monthly spend.
acct_0002243,209,397.67,50732,good,low,1,Sales Associate,prime,Low-risk customer with good credit and high monthly spend.
acct_0002244,200,430.68,20065,good,high,1,Entrepreneur,small_business,High-risk customer with good credit and very high monthly spend.
acct_0002245,210,68.96,73978,excellent,low,1,Research Scientist,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0002246,222,375,84926,excellent,low,1,Software Developer,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0002247,204,487.6,61806,good,low,1,Pharmacist,prime,Low-risk customer with good credit and very high monthly spend.
acct_0002248,228,341.64,25871,fair,high,1,Warehouse Manager,small_business,High-risk customer with fair credit and high monthly spend.
acct_0002249,231,166.88,24015,fair,high,1,Construction Worker,small_business,High-risk customer with fair credit and low monthly spend.
acct_0002250,144,93.46,48114,excellent,medium,1,Student,student,Medium-risk customer with excellent credit and low monthly spend.
acct_0002251,236,416.55,55577,excellent,low,1,software engineer,prime,Long-term cardholder with excellent credit and stable monthly spending.
acct_0002252,213,126.37,59696,fair,low,1,teacher,subprime,"Fair credit holder with low monthly spend, consistent payment history."
acct_0002253,232,336.18,31928,excellent,low,1,healthcare worker,prime,Reliable cardholder with excellent credit and moderate spending habits.
acct_0002254,190,88.26,55068,excellent,low,1,retired,prime,"Excellent credit with low monthly spend, indicating stable financial management."
acct_0002255,228,289.29,36556,poor,high,1,construction worker,subprime,"High-risk customer with poor credit and moderate spending, potential payment issues."
acct_0002256,238,359.02,71753,fair,high,1,retail manager,subprime,Fair credit and high spending indicate potential financial instability.
acct_0002257,234,241.35,81681,poor,high,1,restaurant worker,subprime,"High-risk profile with poor credit and low spending, possible financial distress."
acct_0002258,223,525.3,68741,good,high,1,freelancer,high,Good credit with high spending reflects financial activity but higher risk.
acct_0002259,239,313.66,10112,good,medium,1,marketing specialist,medium,Good credit and moderate spending suggest a balanced financial profile.
acct_0002260,232,176.54,99282,fair,medium,1,office administrator,medium,Fair credit with low spending indicates potential for improvement.
acct_0002261,160,83.9,12139,excellent,low,1,accountant,prime,Excellent credit and low spending reflect a secure financial position.
acct_0002262,216,472.8,99946,good,medium,1,sales representative,medium,Good credit with high spending shows active financial engagement.
acct_0002263,231,176.54,12859,good,low,1,graphic designer,prime,Good credit and moderate spending indicate responsible financial behavior.
acct_0002264,185,74.24,56480,excellent,low,1,retail clerk,prime,Excellent credit with very low spending suggests careful financial management.
acct_0002265,235,230.36,19537,excellent,low,1,nurse,prime,Long-term cardholder with excellent credit and moderate spending patterns.
acct_0002266,208,178.48,18567,good,low,1,data analyst,prime,Good credit with low spending indicates stable financial habits.
acct_0002267,224,395.53,71504,excellent,low,1,software developer,prime,Excellent credit and high spending reflect a healthy financial profile.
acct_0002268,190,191.34,75505,good,low,1,teacher,prime,Good credit with moderate spending shows responsible usage of credit.
acct_0002269,197,458.19,20641,good,high,1,business consultant,high,Good credit with high spending indicates financial activity but higher risk.
acct_0002270,233,133.4,97898,excellent,low,1,bank teller,prime,Excellent credit with low spending suggests a secure financial situation.
acct_0002271,198,223.23,38841,excellent,low,1,project manager,prime,Excellent credit and moderate spending reflect a stable financial profile.
acct_0002272,207,220.62,38649,good,low,1,office manager,prime,Good credit with moderate spending indicates responsible financial behavior.
acct_0002273,212,220.4,36727,good,low,1,customer service representative,prime,Good credit with low spending suggests cautious financial management.
acct_0002274,223,484.76,51508,excellent,low,1,entrepreneur,prime,Excellent credit and high spending reflect strong financial engagement.
acct_0002275,232,133.13,26004,good,low,1,waiter,prime,Good credit with low spending indicates careful management of resources.
acct_0002276,201,336.6,48229,poor,high,1,Retail Associate,subprime,High-risk customer with poor credit and inconsistent spending patterns.
acct_0002277,233,775.42,28898,excellent,low,1,Software Engineer,prime,Stable low-risk customer with excellent credit and high monthly spend.
acct_0002278,233,305.76,14627,good,low,1,Marketing Specialist,prime,Low-risk customer with good credit and moderate spending.
acct_0002279,237,269.38,43185,good,high,1,Graphic Designer,subprime,High-risk customer with good credit but lower monthly spend.
acct_0002280,215,169.55,70503,good,low,1,Customer Service Rep,prime,Low-risk customer with good credit and low spending.
acct_0002281,192,169.23,78677,fair,high,1,Warehouse Worker,subprime,High-risk customer with fair credit and low spending.
acct_0002282,230,167.02,41800,fair,high,1,Construction Worker,subprime,High-risk customer with fair credit and low monthly spend.
acct_0002283,184,54.23,39136,excellent,low,1,Student,student,Low-risk customer with excellent credit and minimal spending.
acct_0002284,239,295.92,80870,excellent,low,1,Teacher,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002285,204,271.43,71306,good,low,1,Sales Associate,prime,Low-risk customer with good credit and steady spending.
acct_0002286,230,423.33,84889,fair,high,1,Freelancer,subprime,High-risk customer with fair credit and high spending.
acct_0002287,189,89.32,91548,good,low,1,Nurse,prime,Low-risk customer with good credit and low monthly spend.
acct_0002288,211,121.42,83909,excellent,low,1,Accountant,prime,Low-risk customer with excellent credit and low spending.
acct_0002289,169,285.65,94282,excellent,low,1,Software Developer,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002290,236,414.79,47499,poor,high,1,Construction Manager,subprime,High-risk customer with poor credit and high spending.
acct_0002291,221,173.38,45520,good,low,1,Graphic Artist,prime,Low-risk customer with good credit and moderate spending.
acct_0002292,229,352.96,38938,excellent,low,1,Project Manager,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0002293,226,230.21,31169,excellent,low,1,Financial Analyst,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002294,170,111.41,77393,good,low,1,Retail Manager,prime,Low-risk customer with good credit and low monthly spend.
acct_0002295,222,476.98,74299,excellent,low,1,Marketing Director,prime,Low-risk customer with excellent credit and high spending.
acct_0002296,234,107.67,82124,fair,high,1,Delivery Driver,subprime,High-risk customer with fair credit and low spending.
acct_0002297,197,155.04,25065,excellent,low,1,Web Developer,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002298,225,228.67,54212,excellent,low,1,Sales Manager,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002299,219,140.07,29976,excellent,low,1,Graphic Designer,prime,Low-risk customer with excellent credit and low spending.
acct_0002300,231,192.57,90371,excellent,low,1,Software Engineer,prime,Low-risk customer with excellent credit and moderate spending.
acct_0002301,213,85.2,34066,good,medium,1,Retail Manager,retail,Medium risk with good credit; consistent monthly spend indicates stable income.
acct_0002302,236,495.57,22951,fair,high,1,Freelance Designer,subprime,High risk with fair credit; significant monthly spend raises red flags.
acct_0002303,202,631.35,61287,excellent,low,1,Software Engineer,prime,Low risk with excellent credit; high spend reflects strong financial stability.
acct_0002304,225,261.27,89115,good,low,1,Marketing Specialist,prime,Low risk with good credit; moderate spend suggests reliable financial behavior.
acct_0002305,235,324.21,92414,excellent,low,1,Data Scientist,prime,Low risk with excellent credit; consistent spending indicates a solid financial background.
acct_0002306,229,232.75,18648,fair,low,1,Graphic Designer,subprime,Low risk with fair credit; moderate spend may indicate fluctuating income.
acct_0002307,225,1056.62,39330,excellent,low,1,Sales Executive,prime,Low risk with excellent credit; high spend reflects strong purchasing power.
acct_0002308,224,135.64,23817,good,low,1,Customer Service Rep,retail,Low risk with good credit; low spend suggests limited financial activity.
acct_0002309,189,153.59,37707,excellent,medium,1,Accountant,prime,Medium risk with excellent credit; stable spending patterns indicate reliability.
acct_0002310,236,223.37,58045,excellent,high,1,Business Analyst,prime,High risk with excellent credit; moderate spend suggests potential financial strain.
acct_0002311,117,245.93,35251,good,low,1,Office Administrator,prime,Low risk with good credit; steady spending reflects responsible financial management.
acct_0002312,228,209.72,16076,good,low,1,Project Manager,prime,Low risk with good credit; consistent spend indicates a stable financial profile.
acct_0002313,232,417.94,55902,fair,high,1,Restaurant Owner,subprime,High risk with fair credit; high spend raises concerns about financial stability.
acct_0002314,207,572.87,14752,poor,high,1,Construction Worker,subprime,High risk with poor credit; significant spend indicates potential financial distress.
acct_0002315,234,232.1,30402,excellent,low,1,Nurse,prime,Low risk with excellent credit; moderate spend suggests a stable income.
acct_0002316,216,286.04,10046,excellent,low,1,Teacher,prime,Low risk with excellent credit; steady spending habits indicate financial responsibility.
acct_0002317,212,243.43,17813,excellent,low,1,Web Developer,prime,Low risk with excellent credit; reliable spending patterns suggest financial stability.
acct_0002318,139,488.15,49268,good,high,1,Real Estate Agent,subprime,High risk with good credit; high spend may indicate fluctuating income streams.
acct_0002319,237,401.27,86563,good,high,1,Insurance Agent,subprime,High risk with good credit; substantial spending raises concerns about financial management.
acct_0002320,233,348.18,79715,excellent,medium,1,IT Consultant,prime,Medium risk with excellent credit; moderate spend reflects stable financial behavior.
acct_0002321,224,198.93,18894,good,low,1,Retail Worker,retail,Low risk with good credit; low spend suggests limited financial activity.
acct_0002322,236,203.77,13135,fair,high,1,Social Worker,subprime,High risk with fair credit; low spend may indicate financial instability.
acct_0002323,194,145.6,40427,excellent,low,1,Research Scientist,prime,Low risk with excellent credit; consistent low spend indicates financial prudence.
acct_0002324,200,202.71,68702,good,high,1,Marketing Director,prime,High risk with good credit; moderate spend indicates potential financial volatility.
acct_0002325,208,292.07,77205,good,high,1,Financial Analyst,prime,High risk with good credit; substantial spend suggests possible financial strain.
acct_0002326,193,142.44,84080,good,low,1,teacher,retail,"Long-term, low-risk cardholder with good credit and moderate monthly spending."
acct_0002327,239,194.52,40798,fair,low,1,nurse,retail,Stable cardholder with fair credit and consistent monthly spending.
acct_0002328,221,56.02,25119,excellent,medium,1,software engineer,prime,Medium-risk cardholder with excellent credit and low monthly spending.
acct_0002329,124,47.31,12371,excellent,low,1,graphic designer,retail,Low-risk cardholder with excellent credit and minimal monthly spending.
acct_0002330,224,251.84,23217,excellent,low,1,marketing manager,retail,Low-risk cardholder with excellent credit and high monthly spending.
acct_0002331,236,130.64,15864,excellent,low,1,accountant,retail,Long-term cardholder with excellent credit and stable spending.
acct_0002332,207,299.47,87471,excellent,low,1,sales executive,retail,Low-risk customer with excellent credit and significant monthly spending.
acct_0002333,209,215.61,34156,good,low,1,real estate agent,retail,Low-risk cardholder with good credit and high monthly spending.
acct_0002334,237,280.34,84080,good,low,1,consultant,retail,Low-risk customer with good credit and substantial monthly spending.
acct_0002335,239,124.76,59783,fair,high,1,cashier,subprime,High-risk cardholder with fair credit and moderate spending patterns.
acct_0002336,221,160.02,58504,excellent,low,1,web developer,retail,Low-risk cardholder with excellent credit and moderate monthly spending.
acct_0002337,189,103.93,50930,fair,high,1,waiter,subprime,High-risk cardholder with fair credit and low monthly spending.
acct_0002338,222,294.39,83727,excellent,low,1,teacher,retail,Low-risk cardholder with excellent credit and high monthly spending.
acct_0002339,215,74.33,13910,good,medium,1,data analyst,medium,Medium-risk cardholder with good credit and low monthly spending.
acct_0002340,161,178.24,18347,good,low,1,customer service rep,retail,Low-risk cardholder with good credit and moderate spending.
acct_0002341,228,141.15,48104,excellent,low,1,project manager,retail,Stable cardholder with excellent credit and consistent spending.
acct_0002342,203,104.78,45502,excellent,low,1,social worker,retail,Low-risk cardholder with excellent credit and low monthly spending.
acct_0002343,222,471.56,59103,fair,high,1,freelancer,high,High-risk cardholder with fair credit and very high monthly spending.
acct_0002344,226,123.12,76401,good,low,1,teacher,retail,Low-risk cardholder with good credit and low monthly spending.
acct_0002345,232,208.86,62878,good,high,1,mechanic,high,High-risk cardholder with good credit and significant spending.
acct_0002346,205,247.01,33170,poor,high,1,construction worker,high,High-risk cardholder with poor credit and high monthly spending.
acct_0002347,220,174.69,39455,excellent,low,1,nurse,retail,Low-risk cardholder with excellent credit and moderate spending.
acct_0002348,225,162.37,77708,excellent,low,1,software engineer,retail,Low-risk cardholder with excellent credit and consistent spending.
acct_0002349,239,320.79,28131,excellent,low,1,graphic designer,retail,Low-risk cardholder with excellent credit and high monthly spending.
acct_0002350,233,545.38,55375,fair,high,1,sales manager,high,High-risk cardholder with fair credit and very high monthly spending.
acct_0002351,203,134.35,58490,fair,high,1,Retail Manager,subprime,"High-risk customer with fair credit and moderate monthly spend, indicating potential financial instability."
acct_0002352,216,79.09,77523,excellent,low,1,Software Engineer,prime,"Low-risk customer with excellent credit and low monthly spend, demonstrating financial responsibility."
acct_0002353,223,216.83,74291,good,low,1,Marketing Specialist,prime,"Low-risk customer with good credit and moderate spend, indicating stable financial behavior."
acct_0002354,226,347.09,51820,excellent,low,1,Financial Analyst,prime,"Low-risk customer with excellent credit and high monthly spend, reflecting strong financial management."
acct_0002355,229,231.51,37824,good,high,1,Construction Worker,subprime,"High-risk customer with good credit and high spend, suggesting potential for overspending."
acct_0002356,105,383.31,43111,excellent,low,1,Consultant,prime,"Low-risk customer with excellent credit and high monthly spend, indicating reliable financial habits."
acct_0002357,223,291.14,47042,good,high,1,Sales Representative,subprime,"High-risk customer with good credit and substantial spend, signaling possible financial strain."
acct_0002358,144,318.98,29726,excellent,low,1,Teacher,prime,"Low-risk customer with excellent credit and high monthly spend, showcasing financial stability."
acct_0002359,201,179.19,66286,poor,high,1,Unemployed,subprime,"High-risk customer with poor credit and moderate spend, indicating significant financial vulnerability."
acct_0002360,214,269.3,28753,excellent,low,1,Graphic Designer,prime,"Low-risk customer with excellent credit and high spend, reflecting solid financial management."
acct_0002361,202,297.18,68380,excellent,low,1,Accountant,prime,"Low-risk customer with excellent credit and high monthly spend, demonstrating strong financial stability."
acct_0002362,231,291.02,77633,fair,low,1,Nurse,prime,"Low-risk customer with fair credit and moderate spend, indicating cautious financial behavior."
acct_0002363,219,221.89,96564,excellent,low,1,Project Manager,prime,"Low-risk customer with excellent credit and moderate spend, reflecting sound financial practices."
acct_0002364,220,345.34,20701,good,high,1,IT Manager,subprime,"High-risk customer with good credit and high spend, suggesting potential financial stress."
acct_0002365,222,278.03,78375,excellent,low,1,Web Developer,prime,"Low-risk customer with excellent credit and significant monthly spend, indicating financial stability."
acct_0002366,203,322.07,17738,excellent,low,1,Real Estate Agent,prime,"Low-risk customer with excellent credit and high monthly spend, showcasing reliable financial habits."
acct_0002367,231,218.95,40351,fair,low,1,Retail Assistant,prime,"Low-risk customer with fair credit and moderate spend, indicating responsible financial behavior."
acct_0002368,148,76.27,25866,excellent,low,1,Student,student,"Low-risk student with excellent credit and low monthly spend, reflecting cautious financial management."
acct_0002369,232,255.77,24605,good,low,1,Sales Manager,prime,"Low-risk customer with good credit and moderate spend, indicating stable financial habits."
acct_0002370,231,339.35,25781,excellent,low,1,Data Analyst,prime,"Low-risk customer with excellent credit and high monthly spend, demonstrating strong financial stability."
acct_0002371,235,431.31,13954,good,low,1,Operations Manager,prime,"Low-risk customer with good credit and high spend, showcasing responsible financial management."
acct_0002372,238,213.75,84078,excellent,low,1,Pharmacist,prime,"Low-risk customer with excellent credit and moderate spend, reflecting sound financial practices."
acct_0002373,215,460.32,15501,excellent,low,1,Engineer,prime,"Low-risk customer with excellent credit and high spend, indicating reliable financial habits."
acct_0002374,191,282.86,45865,excellent,low,1,Customer Service Rep,prime,"Low-risk customer with excellent credit and moderate spend, reflecting stable financial behavior."
acct_0002375,233,333.58,72923,fair,high,1,Freelancer,subprime,"High-risk customer with fair credit and high spend, suggesting potential financial instability."
acct_0002376,238,950.55,99133,good,low,1,Sales Manager,prime,"Long-term cardholder with stable spending, showcasing good credit and low risk."
acct_0002377,216,201.52,86832,good,low,1,Accountant,prime,"Reliable customer with consistent spending and good credit, reflecting low risk."
acct_0002378,190,164.61,22348,excellent,low,1,Software Developer,prime,"Excellent credit and low spending, indicating a low-risk profile."
acct_0002379,222,413.53,98895,excellent,low,1,Marketing Specialist,prime,"Long-standing customer with excellent credit and moderate spending, demonstrating stability."
acct_0002380,231,332.16,68817,excellent,low,1,Project Manager,prime,Consistent spending and excellent credit reflect a low-risk profile.
acct_0002381,235,405.27,26160,good,low,1,Graphic Designer,prime,Stable spending habits and good credit indicate low risk.
acct_0002382,227,134.41,50385,excellent,low,1,Research Scientist,prime,Low spending with excellent credit suggests a low-risk customer.
acct_0002383,238,285.55,92608,excellent,low,1,Financial Analyst,prime,Consistent spending with excellent credit reflects a low-risk profile.
acct_0002384,223,403.74,45362,fair,high,1,Retail Manager,subprime,High spending with fair credit indicates a higher risk profile.
acct_0002385,210,276.55,26527,good,low,1,IT Support Specialist,prime,Good credit and moderate spending indicate a low-risk customer.
acct_0002386,227,330.59,88756,excellent,low,1,Web Developer,prime,Stable spending and excellent credit suggest a low-risk profile.
acct_0002387,220,379.66,95766,good,low,1,Sales Representative,prime,Good credit with moderate spending reflects low risk.
acct_0002388,224,122.95,97802,good,low,1,Teacher,prime,Low spending with good credit indicates a low-risk profile.
acct_0002389,237,294.49,96012,excellent,low,1,Business Consultant,prime,"Excellent credit and moderate spending reflect a stable, low-risk customer."
acct_0002390,239,147.04,88556,fair,high,1,Restaurant Manager,subprime,Low spending with fair credit indicates a higher risk profile.
acct_0002391,223,344.21,50903,good,low,1,Operations Manager,prime,Good credit and moderate spending reflect a low-risk profile.
